station_id,name,lon,lat,address,num_bikes_available,num_bikes_disabled,last_reported,distance_to_Hamilton_downtown,FS_sum_distance,FS_POI_count,FS_avg_distance,Yelp_sum_distance,Yelp_POI_count,Yelp_avg_distance
hub_610,Cannon at Birch (Powell Park),-79.84128892421722,43.25504613306136,"72 Harvey Street, Hamilton",4,0,2024-03-09 15:06:26,1680.0,7324.0,10.0,732.4,14000.026517207802,20.0,700.0013258603901
hub_596,Wentworth Stairs,-79.85186353325844,43.24487936776345,"203 Wentworth Street South, Hamilton",4,0,2024-03-09 15:06:26,1640.0,4045.0,10.0,404.5,,,
hub_613,Maplewood at Springer,-79.83708053827286,43.245150946389735,"71, Maplewood Avenue, Hamilton, Ontario",4,0,2024-03-09 15:06:26,2440.0,5785.0,10.0,578.5,13962.913354477048,20.0,698.1456677238524
hub_631,Hunter GO Centre,-79.86953258514404,43.25332997554428,"36 Hunter Street East, Hamilton",4,0,2024-03-09 15:06:26,810.0,3286.0,10.0,328.6,8105.24734657866,20.0,405.262367328933
hub_866,Augusta at John,-79.86898005008698,43.25163232878042,"62-64 Augusta Street, Hamilton",3,0,2024-03-09 15:06:26,900.0,3326.0,10.0,332.6,9447.42109704536,20.0,472.371054852268
hub_598,Hunter at Ferguson,-79.86318781971931,43.251798383773966,"175, Hunter Street East, Corktown, Hamilton, Ontario",3,0,2024-03-09 15:06:26,680.0,3501.0,10.0,350.1,10638.167906745304,17.0,625.7745827497238
hub_712,West at Cannon,-79.8561337635964,43.257877862291,"144 West Avenue North, Hamilton",3,0,2024-03-09 15:06:26,450.0,4470.0,10.0,447.0,16095.248055845945,20.0,804.7624027922973
hub_2918,Barton and Belview - ERI05,-79.82217215001583,43.25291050099637,"954 Barton Street East, Hamilton",3,0,2024-03-09 15:06:26,3240.0,3855.0,10.0,385.5,13723.656714958825,20.0,686.1828357479412
hub_2917,Barton at Lottridge - ERI03,-79.83144521713257,43.2552894386678,"779-781 Barton Street East, Hamilton",3,0,2024-03-09 15:06:26,2460.0,3195.0,10.0,319.5,12110.412893156434,20.0,605.5206446578217
hub_2924,King George,-79.82740849256516,43.25112644429895,"75-77 Gage Avenue North, Hamilton",3,0,2024-03-09 15:06:26,2870.0,3698.0,10.0,369.8,15907.636490056053,20.0,795.3818245028026
hub_2925,Belview at Cannon - ERI12,-79.82342541217804,43.24892849906615,"1065 Cannon Street East, Hamilton",3,0,2024-03-09 15:06:26,3250.0,4781.0,10.0,478.1,11930.328563924599,20.0,596.51642819623
hub_709,Park at Robinson,-79.8749090863127,43.2515957745917,"80-92 Robinson Street, Hamilton",3,0,2024-03-09 15:06:26,1270.0,4226.0,10.0,422.6,14615.533428774354,20.0,730.7766714387177
hub_543,Sterling at Haddon,-79.91026729345322,43.26202552179778,"71 Sterling Street, Hamilton",3,0,2024-03-09 15:06:26,3960.0,4793.0,10.0,479.3,8128.911697072362,20.0,406.4455848536181
hub_573,James S at Charlton,-79.8720555723035,43.2496354495324,"232 James Street South, Hamilton",3,0,2024-03-09 15:06:26,1240.0,3955.0,10.0,395.5,11321.041428657221,20.0,566.0520714328611
hub_589,Ferrie at Ferguson,-79.85489845275879,43.266617945064255,"206, Ferrie Street East, North End, Hamilton, Ontario",3,0,2024-03-09 15:06:26,1130.0,5038.0,10.0,503.8,,,
hub_587,Main at Macnab,-79.87145036458969,43.25586951986928,"50 Main Street West, Hamilton",3,0,2024-03-09 15:06:26,820.0,3980.0,10.0,398.0,9834.23718836009,20.0,491.7118594180045
hub_436,James North at Mulberry,-79.86674308776855,43.26181945279216,"200 James Street North, Hamilton",3,0,2024-03-09 15:06:26,610.0,2749.0,10.0,274.9,6034.5207920308985,20.0,301.7260396015449
hub_780,John at Main,-79.86718028783798,43.254529435061336,"57 John Street South, Hamilton",3,0,2024-03-09 15:06:26,570.0,4689.0,10.0,468.9,6149.068226571971,20.0,307.4534113285985
